Node n°,z,Temperature,Rhov,Enthalpy,DepositionRate,Sigma
1,0.0,273.0,0.004788456255454918,0.0,2.0023400994347324e-05,57.81854302976315
2,5.714285714285714e-05,272.94230789379253,0.004766905485968364,0.0,0.0004969329675478428,57.66211020339745
3,0.00011428571428571428,272.8851569349194,0.004745373850381851,0.0,0.00024637616996493414,57.50402468567268
4,0.00017142857142857143,272.82782751971024,0.004723954963280995,0.0,0.0002417007541941212,57.34642689416714
5,0.00022857142857142857,272.7704484182998,0.004702615349719367,0.0,0.0002641704748864697,57.18894006368617
6,0.00028571428571428574,272.71305789901356,0.004681353152530355,0.0,0.00027152231007064685,57.03144867029619
7,0.00034285714285714285,272.65565575548726,0.00466017089853032,0.0,0.0002713810539496152,56.87395206490419
8,0.0004,272.59823861362133,0.004639069392358417,0.0,0.00026990803401368365,56.716460092643686
9,0.00045714285714285713,272.54080513816456,0.0046180484969115,0.0,0.0002686964028646826,56.55897687158755
10,0.0005142857142857143,272.48335508592106,0.004597107897074425,0.0,0.00026778658312152215,56.401503289641255
11,0.0005714285714285715,272.42588850646854,0.004576247307349302,0.0,0.0002670094656287412,56.24403933033265
12,0.0006285714285714285,272.3684054765833,0.004555466479878567,0.0,0.00026627005039825836,56.08658487576541
13,0.0006857142857142857,272.3109060547219,0.004534765183752867,0.0,0.0002655359287463969,55.929139855224534
14,0.0007428571428571429,272.25339028596693,0.00451414319302902,0.0,0.0002648003689112178,55.771704236152345
15,0.0008,272.19585820991364,0.004493600282607602,0.0,0.00026406362317615676,55.614278002275796
16,0.0008571428571428571,272.13830986453155,0.004473136227374036,0.0,0.0002633266022633398,55.456861142317415
17,0.0009142857142857143,272.0807452874915,0.004452750802213426,0.0,0.00026259002998179704,55.29945364596445
18,0.0009714285714285715,272.02316451648187,0.004432443782149327,0.0,0.0002618540786304872,55.142055502840165
19,0.0010285714285714286,271.96556758924055,0.004412214942416391,0.0,0.00026111891341738043,54.984666702370546
20,0.0010857142857142858,271.90795454353463,0.004392064058502159,0.0,0.0002603845105900386,54.827287233824975
21,0.001142857142857143,271.85032541714355,0.004371990906153415,0.0,0.000259650902841066,54.66991708636325
22,0.0012,271.7926802478506,0.004351995261385157,0.0,0.0002589180973586524,54.51255624905801
23,0.001257142857142857,271.7350190734374,0.0043320769004813785,0.0,0.0002581860726239499,54.35520471091041
24,0.0013142857142857144,271.67734193168513,0.004312235599993363,0.0,0.0002574548536445493,54.197862460846444
25,0.0013714285714285714,271.61964886037254,0.004292471136742781,0.0,0.00025672443261417214,54.04052948772268
26,0.0014285714285714286,271.56193989727285,0.0042727832878250585,0.0,0.0002559948334487176,53.88320578033382
27,0.0014857142857142857,271.5042150801584,0.004253171830609371,0.0,0.00025526604392847845,53.7258913273977
28,0.001542857142857143,271.44647444679657,0.004233636542739632,0.0,0.00025453807336664556,53.568586117568096
29,0.0016,271.38871803495135,0.004214177202135459,0.0,0.00025381094812649733,53.411290139427855
30,0.001657142857142857,271.3309458823807,0.004194793586998954,0.0,0.00025308460277995317,53.25400338149614
31,0.0017142857142857142,271.27315802683995,0.0041754854758036105,0.0,0.00025235915755261084,53.09672583222094
32,0.0017714285714285714,271.2153545060767,0.004156252647312267,0.0,0.0002516344992226072,52.93945747998673
33,0.0018285714285714285,271.1575353578352,0.004137094880564319,0.0,0.0002509107152904043,52.78219831310799
34,0.0018857142857142857,271.09970061985234,0.004118011954884417,0.0,0.0002501877683408273,52.62494831983523
35,0.001942857142857143,271.0418503298573,0.004099003649883391,0.0,0.0002494656853041835,52.46770748835746
36,0.002,270.983984525575,0.004080069745458706,0.0,0.0002487444474668354,52.31047580679082
37,0.002057142857142857,270.92610324472076,0.004061210021793958,0.0,0.0002480240813392125,52.15325326319441
38,0.0021142857142857144,270.86820652500336,0.004042424259363545,0.0,0.00024730459326871,51.996039845559515
39,0.0021714285714285715,270.8102944041242,0.004023712238933175,0.0,0.00024658596763687754,51.838835541810404
40,0.0022285714285714287,270.7523669197756,0.004005073741559682,0.0,0.0002458682185533793,51.68164033981113
41,0.002285714285714286,270.6944241096398,0.0039865085485930015,0.0,0.0002451513579273446,51.52445422736716
42,0.002342857142857143,270.63646601139146,0.003968016441678733,0.0,0.0002444353828059623,51.36727719221526
43,0.0024,270.578492662696,0.003949597202758256,0.0,0.0002437203083505381,51.210109222029686
44,0.002457142857142857,270.5205041012076,0.00393125061407155,0.0,0.00024300611776299408,51.052950304426226
45,0.002514285714285714,270.4625003645694,0.00391297645815644,0.0,0.000242292830304619,50.89580042696238
46,0.0025714285714285713,270.4044814904161,0.0038947745178498387,0.0,0.00024158046479801792,50.73865957712737
47,0.002628571428571429,270.34644751637086,0.003876644576293321,0.0,0.00024086898829838804,50.58152774235078
48,0.002685714285714286,270.288398480043,0.0038585864169285284,0.0,0.00024015844577248728,50.42440491001002
49,0.002742857142857143,270.2303344190317,0.0038405998235031096,0.0,0.00023944880384172857,50.267291067417055
50,0.0028,270.17225537092514,0.0038226845800680034,0.0,0.00023874011969810959,50.11018620182163
51,0.002857142857142857,270.11416137329593,0.0038048404709846366,0.0,0.0002380323093310631,49.9530903004217
52,0.0029142857142857143,270.0560524637056,0.0037870672809158686,0.0,0.00023732548893704822,49.79600335035462
53,0.0029714285714285715,269.9979286797025,0.0037693647948396653,0.0,0.00023661956482436204,49.63892533869567
54,0.0030285714285714286,269.9397900588204,0.003751732798042037,0.0,0.0002359146045733057,49.48185625246695
55,0.003085714285714286,269.8816366385786,0.0037341710761211546,0.0,0.0002352105820683157,49.324796078633796
56,0.003142857142857143,269.8234684564821,0.0037166794149881945,0.0,0.00023450751680927429,49.167744804104025
57,0.0032,269.76528555002307,0.0036992576008686344,0.0,0.00023380539648839774,49.01070241572366
58,0.0032571428571428573,269.70708795667474,0.0036819054203031725,0.0,0.00023310424171501151,48.853668900293364
59,0.003314285714285714,269.6488757138976,0.003664622660149172,0.0,0.00023240404926022968,48.696644244549965
60,0.0033714285714285712,269.5906488591342,0.0036474091075818687,0.0,0.00023170481919422786,48.53962843518117
61,0.0034285714285714284,269.5324074298121,0.0036302645500953567,0.0,0.00023100657443004806,48.382621458816025
62,0.0034857142857142856,269.47415146334174,0.0036131887755049934,0.0,0.00023030928791676884,48.22562330202973
63,0.0035428571428571427,269.41588099711504,0.0035961815719456683,0.0,0.00022961298888935899,48.068633951349284
64,0.0036,269.35759606850803,0.0035792427278755314,0.0,0.00022891768157864433,47.91165339324292
65,0.003657142857142857,269.29929671487815,0.0035623720320777925,0.0,0.00022822335304720296,47.75468161412739
66,0.0037142857142857142,269.2409829735668,0.003545569273658883,0.0,0.00022753002368905344,47.597718600361496
67,0.0037714285714285714,269.18265488189263,0.003528834242052743,0.0,0.00022683767807457468,47.44076433826363
68,0.003828571428571429,269.12431247715807,0.0035121667270182092,0.0,0.00022614634305929079,47.28381881409342
69,0.003885714285714286,269.0659557966451,0.0034955665186444953,0.0,0.00022545601993426308,47.12688201406183
70,0.003942857142857143,269.0075848776162,0.0034790334073512147,0.0,0.0002247666850584093,46.96995392432772
71,0.004,268.9491997573158,0.0034625671838851616,0.0,0.00022407837928337557,46.8130345309957
72,0.004057142857142857,268.89080047296466,0.003446167639326724,0.0,0.00022339107512541807,46.65612382012906
73,0.004114285714285714,268.8323870617651,0.0034298345650885754,0.0,0.00022270480917323178,46.4992217777347
74,0.004171428571428572,268.7739595608965,0.0034135677529187917,0.0,0.00022201955357698205,46.34232838977467
75,0.004228571428571429,268.7155180075173,0.003397366994899079,0.0,0.00022133532423712418,46.185443642162355
76,0.004285714285714286,268.65706243876514,0.0033812320834453262,0.0,0.00022065213853943695,46.02856752075945
77,0.004342857142857143,268.59859289175483,0.003365162811313476,0.0,0.00021996997389890687,45.87170001138053
78,0.0044,268.5401094035777,0.003349158971594959,0.0,0.00021928885308466342,45.714841099797155
79,0.0044571428571428574,268.481612011303,0.003333220357722584,0.0,0.00021860879454479868,45.55799077172999
80,0.004514285714285715,268.42310075197724,0.0033173467634699293,0.0,0.00021792973591923528,45.401149012851384
81,0.004571428571428572,268.36457566262237,0.0033015379829459844,0.0,0.00021725177882614085,45.24431580879258
82,0.004628571428571429,268.30603678023516,0.0032857938106096813,0.0,0.00021657485047579925,45.08749114513945
83,0.004685714285714286,268.24748414179004,0.003270114041259382,0.0,0.00021589896977879344,44.93067500742792
84,0.004742857142857143,268.188917784237,0.0032544984700359314,0.0,0.0002152241763046953,44.77386738114988
85,0.0048,268.1303377444983,0.0032389468924290937,0.0,0.00021455042730045366,44.61706825175809
86,0.004857142857142857,268.0717440594753,0.0032234591042725395,0.0,0.00021387776212686312,44.460277604649534
87,0.004914285714285714,268.0131367660422,0.003208034901748562,0.0,0.00021320615308021367,44.303495425181126
88,0.004971428571428571,267.954515901045,0.003192674081386678,0.0,0.00021253563846911698,44.14672169867298
89,0.005028571428571428,267.8958815013072,0.003177376440066946,0.0,0.00021186618478398332,43.98995641039042
90,0.005085714285714285,267.83723360362825,0.0031621417750178705,0.0,0.00021119783672133956,43.83319954554885
91,0.005142857142857143,267.7785722447801,0.003146969883823061,0.0,0.00021053057158389516,43.67645108932107
92,0.0052,267.7198974615123,0.003131860564418066,0.0,0.00020986440032692358,43.51971102682333
93,0.005257142857142858,267.66120929055427,0.0031168136150927167,0.0,0.0002091993517419621,43.362979343107405
94,0.005314285714285715,267.6025077686149,0.0031018288344949766,0.0,0.0002085354026375763,43.20625602316014
95,0.005371428571428572,267.5437929323916,0.003086906021632311,0.0,0.00020787260015817205,43.04954105187588
96,0.005428571428571429,267.485064818576,0.0030720449758759915,0.0,0.00020721095121036478,42.892834414037765
97,0.005485714285714286,267.4263234638659,0.003057245496965407,0.0,0.00020655047148971753,42.736136094279516
98,0.005542857142857143,267.36756890498214,0.0030425073850129736,0.0,0.00020589123629695714,42.57944607703512
99,0.0056,267.3088011786969,0.0030278304405184464,0.0,0.00020523327676960797,42.422764346447586
100,0.005657142857142857,267.25002032187655,0.003013214464378599,0.0,0.00020457668421775557,42.26609088624002
101,0.005714285714285714,267.19122637153197,0.0029986592579054655,0.0,0.00020392157810804974,42.10942567955867
102,0.0057714285714285714,267.1324193649116,0.002984164622854096,0.0,0.0002032681418755148,41.952768708687316
103,0.005828571428571429,267.07359933962607,0.0029697303614626153,0.0,0.00020261660914758966,41.79611995466434
104,0.005885714285714286,267.01476633382657,0.0029553562765051414,0.0,0.0002019673134612153,41.63947939673674
105,0.005942857142857143,266.9559203864637,0.002941042171363154,0.0,0.00020132075306987675,41.48284701156866
106,0.006,266.8970615376602,0.0029267878501356343,0.0,0.00020067760978819904,41.32622277210115
107,0.006057142857142857,266.838189829233,0.0029125931177876293,0.0,0.00020003880226118764,41.16960664595884
108,0.0061142857142857145,266.779305305426,0.002898457780350479,0.0,0.00019940563013977472,41.01299859321547
109,0.006171428571428572,266.7204080139451,0.0028843816452023465,0.0,0.00019877986809483847,40.85639856324433
110,0.006228571428571429,266.6614980073812,0.0028703645214523056,0.0,0.000198163933004723,40.699806490385896
111,0.006285714285714286,266.6025753451732,0.002856406220461057,0.0,0.00019756108455617688,40.5432222879833
112,0.006342857142857143,266.54364009630484,0.002842506556540514,0.0,0.00019697568042333934,40.38664584019484
113,0.0064,266.4846923429549,0.0028286653478877674,0.0,0.00019641361420633409,40.23007699092543
114,0.0064571428571428575,266.42573218542475,0.002814882417840294,0.0,0.00019588255027974796,40.073515528891484
115,0.006514285714285715,266.3667597487414,0.002801157596511326,0.0,0.00019539267380866768,39.91696116763918
116,0.006571428571428572,266.30777519141895,0.0027874907229461544,0.0,0.0001949571884670988,39.760413519046224
117,0.006628571428571428,266.24877871702546,0.002773881647919252,0.0,0.00019459320620776932,39.603872058374975
118,0.006685714285714285,266.1897705893068,0.0027603302375397627,0.0,0.00019432263300837784,39.44733607861735
119,0.0067428571428571425,266.1307511518181,0.0027468363778599516,0.0,0.00019417334892504067,39.29080463128657
120,0.0068,266.0717208532008,0.002733399980719701,0.0,0.0001941805121163876,39.134276450237266
121,0.006857142857142857,266.01268027943615,0.002720020991095404,0.0,0.00019438800986268972,38.977749854528064
122,0.006914285714285714,265.95363019465606,0.0027066993962462423,0.0,0.00019485018745221913,38.82122262558634
123,0.006971428571428571,265.8945715923143,0.0026934352370056153,0.0,0.00019563363524191405,38.66469185325561
124,0.007028571428571428,265.83550575872414,0.002680228621573164,0.0,0.00019681907952620638,38.50815374467983
125,0.0070857142857142855,265.77643435118745,0.0026670797421861838,0.0,0.0001985033369586749,38.35160338928576
126,0.007142857142857143,265.717359493055,0.00265398889505079,0.0,0.00020080118025926546,38.19503447271285
127,0.0072,265.65828388809445,0.0026409565038983582,0.0,0.0002038468368952141,38.03843893230558
128,0.007257142857142857,265.5992109564719,0.002627983147453692,0.0,0.00020779520221033676,37.88180654682799
129,0.007314285714285714,265.54014499435954,0.002615069591032809,0.0,0.0002128222118430439,37.72512445364599
130,0.007371428571428571,265.4810913586622,0.002602216822337887,0.0,0.0002191243715200953,37.568376587764774
131,0.0074285714285714285,265.4220566775678,0.0025894260913206634,0.0,0.00022691684018271154,37.411543038871116
132,0.007485714285714286,265.3630490864492,0.0025766989537333762,0.0,0.00023643000174591343,37.25459932523605
133,0.007542857142857143,265.3040784870913,0.0025640373176640517,0.0,0.00024790405971996635,37.09751558687903
134,0.0076,265.24515682630914,0.0025514434919976917,0.0,0.0002615813594170055,36.940255704706125
135,0.007657142857142858,265.18629838766105,0.002538920235300392,0.0,0.0002776965282674117,36.78277635768599
136,0.007714285714285715,265.1275200873556,0.0025264708032222993,0.0,0.0002964641296104048,36.62502603591671
137,0.007771428571428572,265.0688417626676,0.002514098992064411,0.0,0.0003180644346150367,36.466944033602815
138,0.00782857142857143,265.010286438435,0.002501809175799573,0.0,0.00034262753275159146,36.30845945200882
139,0.007885714285714286,264.95188055481873,0.0024896063335439825,0.0,0.00037021680603202675,36.14949024775995
140,0.007942857142857144,264.8936541377629,0.0024774960643746,0.0,0.0004008129530864384,35.989942365916754
141,0.008,264.8356408928734,0.0024654845864619667,0.0,0.0004342994671563584,35.82970899939089
142,0.008057142857142856,264.7778782040479,0.0024535787177712223,0.0,0.0004704517245133309,35.66867001607215
143,0.008114285714285715,264.72040702039004,0.00244178583617487,0.0,0.000508930328855819,35.506691592150865
144,0.00817142857142857,264.66327161874307,0.0024301138175882274,0.0,0.0005492805164534608,35.34362608484782
145,0.008228571428571429,264.60651923452457,0.0024185709517386307,0.0,0.0005909378370725357,35.17931217031062
146,0.008285714285714285,264.55019956004105,0.0024071658362778787,0.0,0.0006332406074697589,35.0135752638116
147,0.008342857142857143,264.4943641165327,0.0023959072510893963,0.0,0.0006754484062240406,34.84622823079101
148,0.0084,264.43906551318435,0.002384804015692957,0.0,0.0007167655455965562,34.6770723899574
149,0.008457142857142858,264.3843566124914,0.002373864833545313,0.0,0.0007563678577684362,34.505898804939925
150,0.008514285714285714,264.33028962608387,0.0023630981276511146,0.0,0.0007934306783306308,34.33248985979705
151,0.008571428571428572,264.27691516794255,0.0023525118722432545,0.0,0.0008271562346600565,34.15662111657507
152,0.008628571428571428,264.2242812928122,0.0023421134252887736,0.0,0.0008567984750862992,33.97806345969893
153,0.008685714285714286,264.17243254668784,0.0023319093663601975,0.0,0.0008816840521921079,33.79658554135436
154,0.008742857142857142,264.1214090539404,0.002321905343944768,0.0,0.0009012286091597396,33.61195655251019
155,0.0088,264.0712456625534,0.002312105935706817,0.0,0.0009149480647201013,33.423949353505016
156,0.008857142857142857,264.02197116561064,0.002302514524610813,0.0,0.0009224650327983889,33.23234400365914
157,0.008914285714285715,263.97360761405315,0.002293133193238008,0.0,0.0009235107982393657,33.036931728565115
158,0.008971428571428571,263.9261697330391,0.002283962638117967,0.0,0.0009179234133924154,32.83751935423515
159,0.00902857142857143,263.879664451979,0.002275002105456438,0.0,0.0009056424804065894,32.633934217445436
160,0.009085714285714286,263.8340905562646,0.002266249349248639,0.0,0.000886701164647319,32.42602953064173
161,0.009142857142857144,263.7894384665355,0.0022577006123857104,0.0,0.000861215943354018,32.21369013809086
162,0.0092,263.74569014871054,0.0022493506309446227,0.0,0.000829374683485565,31.996838549437523
163,0.009257142857142858,263.70281915473646,0.0022411926613672434,0.0,0.0007914237650499285,31.77544108081818
164,0.009314285714285714,263.6607907900726,0.0022332185296626643,0.0,0.0007476552166356573,31.549513877034
165,0.009371428571428572,263.6195623995252,0.002225418701117377,0.0,0.0006983950013252105,31.319128536995336
166,0.009428571428571429,263.5790837585727,0.0022177823682971343,0.0,0.0006439936690211925,31.08441702542603
167,0.009485714285714287,263.539297553266,0.002210297554417987,0.0,0.0005848204228964083,30.845575533349002
168,0.009542857142857143,263.5001399286284,0.0022029512285144915,0.0,0.0005212611566828972,30.60286695396984
169,0.0096,263.4615410836109,0.002195729428310247,0.0,0.0004537202791238014,30.35662167318871
170,0.009657142857142857,263.42342589029636,0.0021886173863901784,0.0,0.0003826252314126275,30.107236436230544
171,0.009714285714285713,263.3857145162747,0.002181599655285923,0.0,0.0003084318150076006,29.855171141244
172,0.009771428571428572,263.34832303188466,0.0021746602275206236,0.0,0.00023162806883666393,29.60094352050916
173,0.009828571428571428,263.3111639882698,0.002167782647600012,0.0,0.00015273473167957076,29.345121789503793
174,0.009885714285714286,263.2741469578562,0.0021609501144011787,0.0,7.230138614108108e-05,29.088315460183203
175,0.009942857142857142,263.23717903587175,0.002154145574314759,0.0,-9.100968853932765e-06,28.83116461366349
176,0.01,263.20016530978137,0.002147351807644721,0.0,-9.088840531543465e-05,28.574327997868057
177,0.010057142857142857,263.1630093127442,0.0021405515128856555,0.0,-0.0001724697821413042,28.31847035184819
178,0.010114285714285715,263.1256134869336,0.002133727395293563,0.0,-0.0002532455075518387,28.064249361660227
