Elt n°,zbot,ztop,Phii,Energy,EnergyGoneSettling
1,0,0.0024779834441860135,0.2610790343666886,-30.791391779368887,0.009173904145773203
2,0.0024779834441860135,0.005359262048263367,0.28759657719975895,-167.0798078732032,0.005389896866322304
3,0.005359262048263367,0.008237464441527348,0.2844316982322954,-295.4454607267017,0.005653595899167849
4,0.008237464441527348,0.011126754328377734,0.28343701376165914,-423.4062564288686,0.005648623270502268
5,0.011126754328377734,0.01402697382600395,0.2823308063518309,-554.1504837828085,0.0056567538226845
6,0.01402697382600395,0.016938376810328736,0.2812217922988537,-685.8846590577591,0.005663666899003799
7,0.016938376810328736,0.019861181936146964,0.28010498485902735,-819.2062388401187,0.0056699229988183015
8,0.019861181936146964,0.022795600052700375,0.27898004737461507,-953.996367001428,0.0056754909219820905
9,0.022795600052700375,0.02574184022990664,0.2778465495242909,-1090.3328098640936,0.005680362759403472
10,0.02574184022990664,0.02870011316643193,0.2767041028280556,-1228.2415010213647,0.005684529485862725
11,0.02870011316643193,0.03167063316182272,0.2755523423894465,-1367.7637320570238,0.005687980366101604
12,0.03167063316182272,0.034653619375015446,0.27439091867191845,-1508.9383128924378,0.005690702450897688
13,0.034653619375015446,0.0376492967066507,0.2732194920014874,-1651.8065190220905,0.005692680386984453
14,0.0376492967066507,0.040657896474995056,0.27203772874088006,-1796.4108991513715,0.00569389634050363
15,0.040657896474995056,0.0436796569758708,0.27084529849646677,-1942.7957224034017,0.005694329957183699
16,0.0436796569758708,0.04671482397741949,0.26964187199631556,-2091.0069827816133,0.0056939583263912455
17,0.04671482397741949,0.0497636511798019,0.2684271194225323,-2241.0925237232045,0.005692755934752129
18,0.0497636511798019,0.052826400658589234,0.2672007090619276,-2393.1021340274137,0.005690694603502457
19,0.052826400658589234,0.05590334330412413,0.26596230618636924,-2547.087656821661,0.0056877434070961444
20,0.05590334330412413,0.05899475926531049,0.2647115721031757,-2703.1031017312534,0.005683868572258497
21,0.05899475926531049,0.062100938403966015,0.26344816333430404,-2861.2047640400388,0.005679033357039682
22,0.062100938403966015,0.0652221807644305,0.2621717308953447,-3021.4513508572827,0.0056731979097188676
23,0.0652221807644305,0.06835879706221924,0.26088191965358426,-3183.9041152750438,0.005666319107211165
24,0.06835879706221924,0.07151110919494083,0.25957836775029697,-3348.626999225735,0.005658350372500145
25,0.07151110919494083,0.07467945077835003,0.2582607060766346,-3515.6867858451433,0.005649241470485924
26,0.07467945077835003,0.0778641677102043,0.2569285577957505,-3685.1532621668166,0.0056389382813779015
27,0.0778641677102043,0.08106561876447882,0.2555815379061832,-3857.099393014153,0.0056273825505933645
28,0.08106561876447882,0.08428417621846764,0.25421925284356783,-4031.6015070335297,0.005614511613943764
29,0.08428417621846764,0.08752022651530295,0.25284130011943595,-4208.739495864147,0.005600258096704973
30,0.08752022651530295,0.09077417096448025,0.2514472679972803,-4388.597027532423,0.005584549584992456
31,0.09077417096448025,0.09404642648304293,0.25003673520746716,-4571.261775235778,0.005567308267717677
32,0.09404642648304293,0.09733742638018346,0.2486092707038529,-4756.825662772432,0.005548450547257853
33,0.09733742638018346,0.10064762118812048,0.2471644334662442,-4945.38512806897,0.005527886616820603
34,0.10064762118812048,0.10397747954222585,0.24570177235419274,-5137.041405968785,0.005505520002445512
35,0.10397747954222585,0.10732748911350555,0.2442208260190176,-5331.90083312205,0.005481247067395835
36,0.10732748911350555,0.11069815759664973,0.24272112288249686,-5530.075172182547,0.00545495647677997
37,0.11069815759664973,0.11409001375698892,0.24120218119231587,-5731.681974193025,0.005426528620174324
38,0.11409001375698892,0.11750360853979976,0.23966350916628992,-5936.844917681416,0.00539583499008798
39,0.11750360853979976,0.12093951624548976,0.23810460523942,-6145.694364587187,0.005362737514371097
40,0.12093951624548976,0.12439833577425101,0.23652495843029223,-6358.367244744786,0.0053270878407574145
41,0.12439833577425101,0.12788069194381188,0.23492404884589504,-6575.009606545829,0.005288726572373907
42,0.12788069194381188,0.13138723688387297,0.2333013483454542,-6795.769348388423,0.00524748245364183
43,0.13138723688387297,0.13491865151059143,0.23165632131799996,-7020.8258962682385,0.0052031715158154515
44,0.13491865151059143,0.1384756470773607,0.2299884230346682,-7250.281561085483,0.005155596508023086
45,0.1384756470773607,0.14205896652927466,0.22829701865514507,-7484.566459213127,0.005104556183414305
