Elt n°,zbot,ztop,Phii,Energy,EnergyGoneSettling
1,0,0.0027531223141218867,0.2973385137835019,-39.074485407258614,0.0041594903482978585
2,0.0027531223141218867,0.00551863638965864,0.29620695292721716,-170.7795108273491,0.004171928599614966
3,0.00551863638965864,0.008293535902450416,0.295115789428639,-303.79661967826814,0.0041742055734514776
4,0.008293535902450416,0.011078355095499051,0.2940164774216123,-438.1889282850824,0.004176634990347914
5,0.011078355095499051,0.013873376483829747,0.2929090075214384,-573.9912574061071,0.004178786912365733
6,0.013873376483829747,0.016678838836088075,0.2917929345085055,-711.2481588178356,0.004180594667253054
7,0.016678838836088075,0.01949495965419597,0.2906676810940827,-849.9970863680132,0.004182039478904156
8,0.01949495965419597,0.02232194836049478,0.2895327848593127,-990.2761021348326,0.004183110039256162
9,0.02232194836049478,0.025160012626717285,0.28838782412827135,-1132.1236492563307,0.004183799152048621
10,0.025160012626717285,0.02800936176371326,0.28723240283582663,-1275.5792556688052,0.00418410050456905
11,0.02800936176371326,0.03087020871273808,0.28606613982920354,-1420.683708185294,0.004184007417834349
12,0.03087020871273808,0.033742771335463266,0.2848886622679304,-1567.4792404391287,0.0041835122765022156
13,0.033742771335463266,0.03662727333397763,0.28369960117876647,-1716.009664445903,0.004182606258430003
14,0.03662727333397763,0.03952394496803033,0.2824985882802231,-1866.3204941055592,0.00418127919361889
15,0.03952394496803033,0.04243302365903178,0.2812852535926161,-2018.4590614587546,0.004179519477720734
16,0.04243302365903178,0.045354754531501534,0.2800592235562706,-2172.474632705645,0.004177314005682246
17,0.045354754531501534,0.04828939092228044,0.2788201194903901,-2328.41852638163,0.00417464810910801
18,0.04828939092228044,0.051237194876659065,0.27756755628673047,-2486.3442358981647,0.004171505489234106
19,0.051237194876659065,0.05419843764419437,0.2763011412685302,-2646.3075579461374,0.004167868141324604
20,0.05419843764419437,0.057173400183239895,0.2750204731673902,-2808.36672805512,0.004163716268048984
21,0.057173400183239895,0.0601623736809424,0.27372514118504737,-2972.5825644375427,0.004159028180485688
